title,author,goodreads_url,cover_url,avg_rating,num_ratings,year_published,shelf
"Requiem Moon (Scarlet Odyssey, #2)",C.T. Rwizi,https://www.goodreads.com/book/show/53903537-requiem-moon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1605155206l/53903537._SY75_.jpg,4.5,983.0,2021.0,afrofuturism
Hardware (2021-) #3: Season One,Brandon  Thomas,https://www.goodreads.com/book/show/59746806-hardware-2021--3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638537484l/59746806._SY75_.jpg,3.83,12.0,,afrofuturism
"Bonds of Brass (The Bloodright Trilogy, #1)",Emily Skrutskie,https://www.goodreads.com/book/show/42302727-bonds-of-brass,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577998000l/42302727._SY75_.jpg,3.81,4946.0,2020.0,afrofuturism
"Four Hundred Souls: A Community History of African America, 1619-2019 (Hardcover)",Ibram X. Kendi,https://www.goodreads.com/book/show/54998251-four-hundred-souls,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600089396l/54998251._SY75_.jpg,,,,afrofuturism
BTTM FDRS (Hardcover),Ezra Claytan Daniels,https://www.goodreads.com/book/show/42123830-bttm-fdrs,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564557266l/42123830._SX50_.jpg,3.85,1570.0,2019.0,afrofuturism
Sula (Paperback),Toni Morrison,https://www.goodreads.com/book/show/11346.Sula,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441578153l/11346._SY75_.jpg,4.06,128519.0,1973.0,afrofuturism
Mage of Fools (Paperback),Eugen Bacon,https://www.goodreads.com/book/show/60182754-mage-of-fools,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647100347l/60182754._SX50_.jpg,3.71,48.0,2022.0,afrofuturism
Hardware (2021-) #2: Season One,Brandon  Thomas,https://www.goodreads.com/book/show/58976649-hardware-2021--2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631432561l/58976649._SY75_.jpg,4.21,19.0,,afrofuturism
Hardware: Season One #1 (Kindle Edition),Brandon  Thomas,https://www.goodreads.com/book/show/58737142-hardware,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628530151l/58737142._SY75_.jpg,3.83,30.0,,afrofuturism
Excellence #11 (Kindle Edition),Brandon  Thomas,https://www.goodreads.com/book/show/55576499-excellence-11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601951096l/55576499._SY75_.jpg,3.83,6.0,2021.0,afrofuturism
Excellence #10 (Kindle Edition),Brandon  Thomas,https://www.goodreads.com/book/show/54899166-excellence-10,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597247603l/54899166._SY75_.jpg,3.33,6.0,2021.0,afrofuturism
Excellence #9 (Kindle Edition),Brandon  Thomas,https://www.goodreads.com/book/show/54898953-excellence-9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597246273l/54898953._SY75_.jpg,3.0,8.0,2020.0,afrofuturism
Excellence #8 (Kindle Edition),Brandon  Thomas,https://www.goodreads.com/book/show/52485028-excellence-8,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584555073l/52485028._SY75_.jpg,3.64,11.0,2020.0,afrofuturism
Excellence #7 (Kindle Edition),Brandon  Thomas,https://www.goodreads.com/book/show/53345404-excellence-7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588868216l/53345404._SY75_.jpg,3.55,11.0,2020.0,afrofuturism
In Cold Blood (Paperback),Truman Capote,https://www.goodreads.com/book/show/168642.In_Cold_Blood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424931136l/168642._SY75_.jpg,4.09,740904.0,1966.0,afrofuturism
Space is the Place (Hardcover),Sun Ra,https://www.goodreads.com/book/show/25601846-space-is-the-place,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432604663l/25601846._SX50_.jpg,3.75,8.0,2015.0,afrofuturism
Winter’s Orbit (Paperback),Everina Maxwell,https://www.goodreads.com/book/show/57693520-winter-s-orbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639424622l/57693520._SY75_.jpg,3.98,27842.0,2021.0,afrofuturism
Without a Map (Paperback),Nnedi Okorafor,https://www.goodreads.com/book/show/8877531-without-a-map,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508380508l/8877531._SY75_.jpg,4.75,4.0,2010.0,afrofuturism
"Manifest Destiny, Vol. 7: Talpa Lumbricus & Lepus (Paperback)",Chris Dingess,https://www.goodreads.com/book/show/48933295-manifest-destiny-vol-7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585200879l/48933295._SY75_.jpg,3.96,384.0,,afrofuturism
The Hill We Climb: An Inaugural Poem for the Country (Hardcover),Amanda Gorman,https://www.goodreads.com/book/show/56914101-the-hill-we-climb,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612178266l/56914101._SX50_.jpg,4.54,35874.0,2021.0,afrofuturism
"Sun Ra’s ""Astro Black Mythology"". Narrating the Self (Kindle Edition)",Anika Meier,https://www.goodreads.com/book/show/39719020-sun-ra-s-astro-black-mythology-narrating-the-self,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522873437l/39719020._SX50_.jpg,3.0,,,afrofuturism
Blackspace: On the Poetics of an Afrofuture (Paperback),Anais Duplan,https://www.goodreads.com/book/show/54424243-blackspace,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644949532l/54424243._SY75_.jpg,4.51,83.0,2020.0,afrofuturism
"Postapocalyptic Black Female Imagination, The (Hardcover)",Maxine Lavon Montgomery,https://www.goodreads.com/book/show/55623365-postapocalyptic-black-female-imagination-the,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615240330l/55623365._SX50_.jpg,3.0,,,afrofuturism
"The Thousand Steps (Elevation, #1)",Helen Brain,https://www.goodreads.com/book/show/45440241-the-thousand-steps,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556822660l/45440241._SY75_.jpg,3.51,100.0,2016.0,afrofuturism
Bright World (The Hazards of Love #1),Stan  Stanley,https://www.goodreads.com/book/show/54303301-bright-world,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593942403l/54303301._SX50_.jpg,3.87,808.0,2021.0,afrofuturism
the DOME (the DOME trilogy Book 1),Nova Sparks,https://www.goodreads.com/book/show/53404503-the-dome,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589328903l/53404503._SY75_.jpg,3.73,15.0,,afrofuturism
Turn This World Inside Out: The Emergence of Nurturance Culture (Paperback),Nora Samaran,https://www.goodreads.com/book/show/42643261-turn-this-world-inside-out,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541488513l/42643261._SY75_.jpg,4.15,665.0,2019.0,afrofuturism
The Palm-Wine Drinkard & My Life in the Bush of Ghosts (Paperback),Amos Tutuola,https://www.goodreads.com/book/show/303496.The_Palm_Wine_Drinkard_My_Life_in_the_Bush_of_Ghosts,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348031576l/303496._SY75_.jpg,3.88,1484.0,1954.0,afrofuturism
The Final Revival of Opal & Nev (Hardcover),Dawnie Walton,https://www.goodreads.com/book/show/54304125-the-final-revival-of-opal-nev,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617092144l/54304125._SY75_.jpg,3.82,33457.0,2021.0,afrofuturism
"""Multiplication Is for White People"": Raising Expectations for Other People's Children (Hardcover)",Lisa D. Delpit,https://www.goodreads.com/book/show/10823748-multiplication-is-for-white-people,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344683113l/10823748._SX50_.jpg,4.2,1643.0,2011.0,afrofuturism
"March: Book One (March, #1)",John             Lewis,https://www.goodreads.com/book/show/17346698-march,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360539808l/17346698._SX50_.jpg,4.35,57727.0,2013.0,afrofuturism
The World Doesn't Require You (Hardcover),Rion Amilcar Scott,https://www.goodreads.com/book/show/41817522-the-world-doesn-t-require-you,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565061695l/41817522._SY75_.jpg,3.64,1551.0,2019.0,afrofuturism
Undrowned: Black Feminist Lessons from Marine Mammals (Emergent Strategy Series),Alexis Pauline  Gumbs,https://www.goodreads.com/book/show/53843459-undrowned,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1592892185l/53843459._SY75_.jpg,4.39,2689.0,2020.0,afrofuturism
Girl Gurl Grrrl: On Womanhood and Belonging in the Age of Black Girl Magic (Hardcover),Kenya Hunt,https://www.goodreads.com/book/show/50496902-girl-gurl-grrrl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589832830l/50496902._SY75_.jpg,4.06,1628.0,2020.0,afrofuturism
The Ballad Of Eli: An African American Erotic Thriller (Kindle Edition),Chase Bolling,https://www.goodreads.com/book/show/55949010-the-ballad-of-eli,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1605802959l/55949010._SY75_.jpg,4.86,7.0,,afrofuturism
Black Star (Hardcover),Eric Anthony Glover,https://www.goodreads.com/book/show/54776099-black-star,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602939532l/54776099._SX50_.jpg,3.21,541.0,2021.0,afrofuturism
After the Rain (Kindle Edition),Nnedi Okorafor,https://www.goodreads.com/book/show/53590505-after-the-rain,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590705415l/53590505._SX50_.jpg,3.64,1765.0,2021.0,afrofuturism
"Black Panther, Vol. 9: The Intergalactic Empire of Wakanda, Part Four (Paperback)",Ta-Nehisi Coates,https://www.goodreads.com/book/show/48717581-black-panther-vol-9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625666095l/48717581._SY75_.jpg,3.9,345.0,2021.0,afrofuturism
"Black Panther, Vol. 8: The Intergalactic Empire of Wakanda, Part Three (Paperback)",Ta-Nehisi Coates,https://www.goodreads.com/book/show/45032039-black-panther-vol-8,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576517230l/45032039._SY75_.jpg,3.98,500.0,2020.0,afrofuturism
"Black Panther, Vol. 6: The Intergalactic Empire of Wakanda, Part One (Paperback)",Ta-Nehisi Coates,https://www.goodreads.com/book/show/39818781-black-panther-vol-6,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547928129l/39818781._SY75_.jpg,3.89,880.0,2019.0,afrofuturism
Reading Beauty (Hardcover),Deborah Underwood,https://www.goodreads.com/book/show/35926982-reading-beauty,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553382084l/35926982._SX50_.jpg,4.16,1155.0,2019.0,afrofuturism
Truth & Justice: Vixen Against The Gods! (ebook),Geoffrey Thorne,https://www.goodreads.com/book/show/57754490-truth-justice,https://s.gr-assets.com/assets/nophoto/book/50x75-1b903c9eac1b2ba789662c08a0ae41e6.png,3.43,14.0,,afrofuturism
No Man of Woman Born (Kindle Edition),Ana Mardoll,https://www.goodreads.com/book/show/39878322-no-man-of-woman-born,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524246466l/39878322._SY75_.jpg,4.17,704.0,2018.0,afrofuturism
Nine Bar Blues (Paperback),Sheree Renée Thomas,https://www.goodreads.com/book/show/53014954-nine-bar-blues,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585633673l/53014954._SX50_SY75_.jpg,4.04,238.0,2020.0,afrofuturism
Triangulum (Paperback),Masande Ntshanga,https://www.goodreads.com/book/show/44436876-triangulum,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556837519l/44436876._SX50_.jpg,3.49,396.0,2019.0,afrofuturism
The Black Flamingo (Hardcover),Dean Atta,https://www.goodreads.com/book/show/41020406-the-black-flamingo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554138616l/41020406._SX50_.jpg,4.33,33914.0,2019.0,afrofuturism
St. Juju (Online),Rivers Solomon,https://www.goodreads.com/book/show/52555314-st-juju,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584790672l/52555314._SX50_.jpg,3.92,77.0,2019.0,afrofuturism
Delicious Foods (Hardcover),James Hannaham,https://www.goodreads.com/book/show/22444789-delicious-foods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507254305l/22444789._SY75_.jpg,3.81,6389.0,2015.0,afrofuturism
Lakewood (Hardcover),Megan Giddings,https://www.goodreads.com/book/show/51166519-lakewood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579612241l/51166519._SX50_SY75_.jpg,3.46,14350.0,2020.0,afrofuturism
Post Black: How a New Generation Is Redefining African American Identity (Paperback),Ytasha L. Womack,https://www.goodreads.com/book/show/6709817-post-black,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328757822l/6709817._SX50_.jpg,3.85,74.0,2010.0,afrofuturism
GLORY: Magical Visions of Black Beauty (Hardcover),Kahran  Bethencourt,https://www.goodreads.com/book/show/49127464-glory,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587492048l/49127464._SX50_.jpg,4.68,399.0,2020.0,afrofuturism
The Origins of Totalitarianism (Paperback),Hannah Arendt,https://www.goodreads.com/book/show/396931.The_Origins_of_Totalitarianism,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565095964l/396931._SY75_.jpg,4.29,15231.0,1951.0,afrofuturism
The Future of Another Timeline (Hardcover),Annalee Newitz,https://www.goodreads.com/book/show/43263237-the-future-of-another-timeline,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550000245l/43263237._SY75_.jpg,3.73,9568.0,2019.0,afrofuturism
Gingerbread (Paperback),Helen Oyeyemi,https://www.goodreads.com/book/show/40634915-gingerbread,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549556368l/40634915._SX50_.jpg,3.04,15770.0,2019.0,afrofuturism
Colonialism and the Emergence of Science Fiction (Early Classics Of Science Fiction),John Rieder,https://www.goodreads.com/book/show/3400298-colonialism-and-the-emergence-of-science-fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348914716l/3400298._SX50_.jpg,4.1,91.0,2008.0,afrofuturism
Afro Puffs Are the Antennae of the Universe (Brothers Jetstream #2),Zig Zag Claybourne,https://www.goodreads.com/book/show/55901312-afro-puffs-are-the-antennae-of-the-universe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1605583645l/55901312._SY75_.jpg,4.57,63.0,2020.0,afrofuturism
The Brothers Jetstream: Leviathan (Paperback),Zig Zag Claybourne,https://www.goodreads.com/book/show/25891253-the-brothers-jetstream,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436658644l/25891253._SY75_.jpg,3.92,77.0,2015.0,afrofuturism
"Aphro-ism: Essays on Pop Culture, Feminism, and Black Veganism from Two Sisters (Kindle Edition)",Aph Ko,https://www.goodreads.com/book/show/35163604-aphro-ism,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495079856l/35163604._SY75_.jpg,4.6,661.0,2017.0,afrofuturism
HoodWitch (ACRE),Faylita Hicks,https://www.goodreads.com/book/show/44319321-hoodwitch,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552846920l/44319321._SX50_.jpg,4.38,143.0,2019.0,afrofuturism
"My Soul to Take (Soul Screamers, #1)",Rachel Vincent,https://www.goodreads.com/book/show/6315602-my-soul-to-take,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454287869l/6315602._SY75_.jpg,3.87,42870.0,2009.0,afrofuturism
Manifest (Paperback),Terese Mason Pierre,https://www.goodreads.com/book/show/54525426-manifest,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594777769l/54525426._SY75_.jpg,4.71,21.0,,afrofuturism
midnight & indigo - Issue 2: celebrating Black women writers (midnight & indigo: celebrating Black women writers),Ianna A. Small,https://www.goodreads.com/book/show/48594465-midnight-indigo---issue-2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572220896l/48594465._SY75_.jpg,3.3,10.0,,afrofuturism
midnight & indigo: Celebrating Black female writers (Issue 1) (midnight & indigo: celebrating Black women writers),Ianna A. Small,https://www.goodreads.com/book/show/43243202-midnight-indigo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544913366l/43243202._SY75_.jpg,4.35,17.0,,afrofuturism
Imagining the Future of Climate Change: World-Making through Science Fiction and Activism (American Studies Now: Critical Histories of the Present) (Volume 5),Shelley Streeby,https://www.goodreads.com/book/show/34669625-imagining-the-future-of-climate-change,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502956031l/34669625._SX50_.jpg,3.89,54.0,,afrofuturism
The Place of Broken Things (Kindle Edition),Linda D. Addison,https://www.goodreads.com/book/show/50820706-the-place-of-broken-things,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562785047l/50820706._SX50_SY75_.jpg,3.66,107.0,,afrofuturism
Dark Duet (Kindle Edition),Linda D. Addison,https://www.goodreads.com/book/show/16094647-dark-duet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464648431l/16094647._SX50_.jpg,4.4,15.0,2012.0,afrofuturism
"Being Full of Light, Insubstantial (Paperback)",Linda D. Addison,https://www.goodreads.com/book/show/2141473.Being_Full_of_Light_Insubstantial,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443154503l/2141473._SY75_.jpg,4.44,16.0,2007.0,afrofuturism
"Consumed, Reduced to Beautiful Grey Ashes (Paperback)",Linda D. Addison,https://www.goodreads.com/book/show/989336.Consumed_Reduced_to_Beautiful_Grey_Ashes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443165953l/989336._SY75_.jpg,4.55,22.0,2001.0,afrofuturism
Looking for the Mahdi (Mass Market Paperback),N. Lee Wood,https://www.goodreads.com/book/show/77781.Looking_for_the_Mahdi,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170900433l/77781._SY75_.jpg,3.71,143.0,1996.0,afrofuturism
Luminescent Threads: Connections to Octavia E. Butler (Kindle Edition),Alexandra  Pierce,https://www.goodreads.com/book/show/35486346-luminescent-threads,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505389842l/35486346._SY75_.jpg,,,,afrofuturism
"Mass Effect: Initiation (Mass Effect: Andromeda, #2)",N.K. Jemisin,https://www.goodreads.com/book/show/30747539-mass-effect,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505423125l/30747539._SY75_.jpg,3.77,1831.0,2017.0,afrofuturism
Bayou Magic (Hardcover),Jewell Parker Rhodes,https://www.goodreads.com/book/show/23197281-bayou-magic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413130729l/23197281._SX50_.jpg,4.01,1525.0,2015.0,afrofuturism
"The Winter Prince (The Lion Hunters, #1)",Elizabeth Wein,https://www.goodreads.com/book/show/962821.The_Winter_Prince,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388366279l/962821._SY75_.jpg,3.81,1685.0,1993.0,afrofuturism
Sunspot Jungle: Volume Two: The Ever Expanding Universe of Fantasy and Science Fiction (Kindle Edition),Bill Campbell,https://www.goodreads.com/book/show/42872005-sunspot-jungle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542717860l/42872005._SX50_.jpg,,,,afrofuturism
"Sunspot Jungle, Vol. 1 (Paperback)",N.K. Jemisin,https://www.goodreads.com/book/show/40590786-sunspot-jungle-vol-1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567864869l/40590786._SX50_.jpg,4.02,54.0,2018.0,afrofuturism
Taty Went West (Paperback),Nikhil   Singh,https://www.goodreads.com/book/show/28009770-taty-went-west,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448823705l/28009770._SY75_.jpg,2.94,35.0,2015.0,afrofuturism
"Hags, Haints, and Hoodoo: A Supernatural Short Story Collection (Kindle Edition)",Violette Meier,https://www.goodreads.com/book/show/50642145-hags-haints-and-hoodoo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579867834l/50642145._SY75_.jpg,4.12,17.0,,afrofuturism
The Hero of Numbani (Kindle Edition),Nicky Drayden,https://www.goodreads.com/book/show/52292517-the-hero-of-numbani,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573929654l/52292517._SX50_SY75_.jpg,3.86,467.0,2020.0,afrofuturism
Household Gods and Other Narrative Offences (ebook),Tade Thompson,https://www.goodreads.com/book/show/52581255-household-gods-and-other-narrative-offences,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585336526l/52581255._SX50_.jpg,3.71,21.0,2020.0,afrofuturism
The Death of Vivek Oji (Hardcover),Akwaeke Emezi,https://www.goodreads.com/book/show/48595550-the-death-of-vivek-oji,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579616999l/48595550._SY75_.jpg,4.12,69182.0,2020.0,afrofuturism
"FTL, Y'all!: Tales From the Age of the $200 Warp Drive (Paperback)",C. Spike Trotman,https://www.goodreads.com/book/show/40767476-ftl-y-all,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531149591l/40767476._SY75_.jpg,,,,afrofuturism
As Serious As Your Life: John Coltrane and Beyond (Paperback),Val Wilmer,https://www.goodreads.com/book/show/564715.As_Serious_As_Your_Life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328705171l/564715._SY75_.jpg,4.31,664.0,1977.0,afrofuturism
The Freedom Principle: Jazz After 1958 (Hardcover),John Litweiler,https://www.goodreads.com/book/show/1505065.The_Freedom_Principle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356687137l/1505065._SX50_.jpg,3.89,87.0,1984.0,afrofuturism
Spectacular Blackness: The Cultural Politics of the Black Power Movement and the Search for a Black Aesthetic (Paperback),Amy Abugo Ongiri,https://www.goodreads.com/book/show/7459244-spectacular-blackness,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348893758l/7459244._SY75_.jpg,4.13,15.0,2009.0,afrofuturism
The Black Arts Movement: Literary Nationalism in the 1960s and 1970s (The John Hope Franklin Series in African American History and Culture),James Edward Smethurst,https://www.goodreads.com/book/show/129967.The_Black_Arts_Movement,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348434583l/129967._SX50_.jpg,4.29,35.0,2005.0,afrofuturism
But Beautiful: A Book About Jazz (Paperback),Geoff Dyer,https://www.goodreads.com/book/show/761819.But_Beautiful,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316738784l/761819._SY75_.jpg,4.23,3349.0,1992.0,afrofuturism
"A Change Is Gonna Come: Music, Race & the Soul of America (Paperback)",Craig Werner,https://www.goodreads.com/book/show/253757.A_Change_Is_Gonna_Come,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388694957l/253757._SY75_.jpg,4.15,385.0,1998.0,afrofuturism
"Funk: The Music, The People, and The Rhythm of The One (Paperback)",Rickey Vincent,https://www.goodreads.com/book/show/137463.Funk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312009507l/137463._SY75_.jpg,4.06,287.0,1996.0,afrofuturism
Trouble the Saints (Hardcover),Alaya Dawn Johnson,https://www.goodreads.com/book/show/52380207-trouble-the-saints,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579779026l/52380207._SX50_SY75_.jpg,3.35,2030.0,2020.0,afrofuturism
Indigo (Paperback),Beverly Jenkins,https://www.goodreads.com/book/show/347339.Indigo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539072697l/347339._SY75_.jpg,4.3,6439.0,1996.0,afrofuturism
Lagos_2060 (Paperback),Ayodele Arigbabu,https://www.goodreads.com/book/show/18655290-lagos-2060,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382934443l/18655290._SY75_.jpg,,,,afrofuturism
The Girl Who Married a Skull: and Other African Stories (Paperback),Kel McDonald,https://www.goodreads.com/book/show/41541777-the-girl-who-married-a-skull,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535391863l/41541777._SX50_.jpg,,,,afrofuturism
Hagar's Daughter (Black Classics Series),Pauline Elizabeth Hopkins,https://www.goodreads.com/book/show/964688.Hagar_s_Daughter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348106377l/964688._SX50_.jpg,3.72,123.0,1902.0,afrofuturism
Space-Time Collapse II: Community Futurisms (Paperback),Rasheedah Phillips,https://www.goodreads.com/book/show/50986400-space-time-collapse-ii,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580799816l/50986400._SY75_.jpg,4.67,6.0,,afrofuturism
O Caçador cibernético da Rua 13 (Paperback),Fábio Kabral,https://www.goodreads.com/book/show/36559325-o-ca-ador-cibern-tico-da-rua-13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510162853l/36559325._SY75_.jpg,3.6,87.0,,afrofuturism
"I Want to Believe: Posadism, UFOs and Apocalypse Communism (Hardcover)",A.M. Gittlitz,https://www.goodreads.com/book/show/48856329-i-want-to-believe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587263479l/48856329._SY75_.jpg,3.88,276.0,2020.0,afrofuturism
Stand on Zanzibar (Paperback),John Brunner,https://www.goodreads.com/book/show/41069.Stand_on_Zanzibar,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360613921l/41069._SY75_.jpg,3.93,17476.0,1968.0,afrofuturism
"Star Wars: Lando's Luck (Flight of the Falcon, #1)",Justina Ireland,https://www.goodreads.com/book/show/40119166-star-wars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534183046l/40119166._SY75_.jpg,3.44,618.0,2018.0,afrofuturism
Miles Morales: Spider-Man (Hardcover),Jason Reynolds,https://www.goodreads.com/book/show/32793053-miles-morales,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495746889l/32793053._SY75_.jpg,3.89,8428.0,2017.0,afrofuturism
The Glass Hotel (Hardcover),Emily St. John Mandel,https://www.goodreads.com/book/show/45754981-the-glass-hotel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564199892l/45754981._SX50_.jpg,3.69,198681.0,2020.0,afrofuturism
The City: A Cyberfunk Anthology (Kindle Edition),Milton J. Davis,https://www.goodreads.com/book/show/26813703-the-city,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443188921l/26813703._SX50_.jpg,,,,afrofuturism
The Ecstatic (Paperback),Victor LaValle,https://www.goodreads.com/book/show/849696.The_Ecstatic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320495521l/849696._SY75_.jpg,3.46,779.0,2002.0,afrofuturism
Thick: And Other Essays (Hardcover),Tressie McMillan Cottom,https://www.goodreads.com/book/show/40365093-thick,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527976802l/40365093._SY75_.jpg,4.43,18833.0,2019.0,afrofuturism
Unathi Battles The Black Hairballs (ebook),Lauren Beukes,https://www.goodreads.com/book/show/25243700-unathi-battles-the-black-hairballs,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427647393l/25243700._SX50_.jpg,2.8,10.0,2011.0,afrofuturism
Rococoa (Kindle Edition),Balogun Ojetade,https://www.goodreads.com/book/show/28226943-rococoa,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450290730l/28226943._SY75_.jpg,,,,afrofuturism
